,SiteEnergyUse(kBtu),TotalGHGEmissions,NumberofBuildings,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,age_batiment,PrimaryPropertyType
2149,1144267.5,7.98,1.0,3,36879,26.0,46,Small- and Mid-Sized Office
2150,3494929.5,92.7,1.0,2,28531,67.2,14,Other
2151,308400.4063,2.15,1.0,2,36600,80.0,34,Warehouse
2152,1011965.375,7.05,1.0,5,35176,72.0,12,Mixed Use Property
2157,2839882.25,61.68,1.0,2,41293,66.6,76,Other
2159,2100216.5,61.6,1.0,1,48890,49.0,75,Warehouse
2160,4416909.5,30.79,1.0,3,43473,3.0,16,Small- and Mid-Sized Office
2162,3740373.75,35.48,1.0,1,40265,19.0,26,Retail Store
2163,1608884.25,37.61,1.0,1,26208,79.0,11,Retail Store
2166,8054334.0,286.89,0.0,2,27227,53.4,41,Other
2167,3275779.25,152.14,1.0,1,42172,66.2,90,Mixed Use Property
2168,796042.375,11.44,1.0,5,32250,92.0,106,Small- and Mid-Sized Office
2170,1298039.875,14.17,1.0,1,51000,95.0,63,Retail Store
2182,229856.4063,1.6,1.0,1,27000,87.4,100,Mixed Use Property
2183,1001964.0,17.45,1.0,2,20747,79.6,81,Other
2184,817255.875,27.83,1.0,2,40800,70.4,88,Warehouse
2185,576174.125,4.02,1.0,2,20150,80.0,96,Small- and Mid-Sized Office
2186,1682454.875,11.73,1.0,7,36000,40.0,107,Small- and Mid-Sized Office
2187,2502081.0,96.62,1.0,2,41276,59.0,78,Warehouse
2188,1232822.875,23.62,0.0,2,24430,81.8,79,Other
2189,16808.90039,0.12,1.0,3,27690,96.0,106,Other
2190,928584.875,9.65,1.0,1,22580,90.0,89,Small- and Mid-Sized Office
2192,743528.125,33.52,1.0,1,20000,18.0,90,Warehouse
2193,2070005.625,82.07,1.0,1,42000,69.0,62,Warehouse
2199,111969.7031,0.79,1.0,1,24248,96.0,54,Other
2202,11019641.0,292.8,1.0,6,244500,100.0,7,Other
2205,106918.0,0.75,1.0,1,24617,96.0,84,Warehouse
2206,3245111.5,22.62,1.0,3,127065,79.8,7,Other
2207,1748644.5,58.36,1.0,1,37247,69.0,52,Retail Store
2212,3027867.5,77.23,1.0,1,25384,11.0,23,Retail Store
2214,1441445.625,10.05,0.0,3,49052,96.0,106,Small- and Mid-Sized Office
2215,586589.1875,25.15,1.0,2,52110,34.0,116,Warehouse
2216,204499.0938,5.43,1.0,2,20970,100.0,106,Small- and Mid-Sized Office
2217,1528295.75,39.25,1.0,2,39036,65.2,79,Small- and Mid-Sized Office
2218,771512.6875,14.99,1.0,1,26310,96.0,93,Small- and Mid-Sized Office
2222,12434593.0,413.1,1.0,1,37883,88.0,50,Retail Store
2225,1274049.75,54.27,1.0,3,29874,95.0,54,Other
2227,992794.6875,47.08,1.0,1,20140,35.0,51,Worship Facility
2228,1242811.75,44.97,1.0,2,71874,44.6,26,Other
2231,1508561.875,28.05,1.0,2,39953,93.0,45,Small- and Mid-Sized Office
2234,1676426.5,11.69,1.0,2,21200,15.0,18,Retail Store
2235,6058494.0,42.24,1.0,1,30630,27.0,36,Other
2236,1896626.375,13.22,1.0,2,23421,25.0,36,Retail Store
2240,893053.1875,31.54,1.0,2,24120,66.0,88,Worship Facility
2241,1148202.25,51.15,1.0,3,35736,88.0,87,Worship Facility
2244,1206165.75,27.75,1.0,1,51050,10.0,75,Warehouse
2245,1302192.875,42.66,1.0,2,21900,40.0,62,Retail Store
2246,150167.7969,1.6,1.0,1,16300,100.0,64,Other
2247,1386445.375,9.67,1.0,1,33462,1.0,52,Warehouse
2248,1331469.75,44.68,1.0,1,35310,63.6,64,Mixed Use Property
2252,4653535.0,32.44,1.0,3,36140,68.8,54,Other
2253,8163413.0,298.91,1.0,2,47963,53.4,25,Other
2254,415364.5938,14.37,1.0,1,23903,65.0,86,Warehouse
2255,561473.875,23.52,1.0,3,22522,80.2,69,Other
2256,905750.375,23.84,1.0,4,38959,77.0,20,Other
2259,1218112.0,8.49,1.0,2,25955,75.0,88,Warehouse
2270,2177064.75,78.19,1.0,4,46100,75.0,93,Other
2278,608755.375,28.78,1.0,2,21936,96.0,65,Worship Facility
2280,2442220.0,41.96,1.0,1,25406,81.8,56,Other
2289,904236.0,6.3,1.0,2,23250,55.0,49,Small- and Mid-Sized Office
2292,2794837.0,120.72,1.0,1,30000,32.0,56,Warehouse
2293,1791697.75,49.53,1.0,1,45036,66.8,54,Warehouse
2314,26416770.0,449.59,1.0,39,1074552,65.0,7,Mixed Use Property
2324,16378152.0,588.25,1.0,2,122679,44.0,57,Other
2325,90609640.0,3768.66,14.0,2,537000,64.6,71,Other
2328,1027230.875,14.64,1.0,4,23022,78.0,36,Small- and Mid-Sized Office
2330,2470642.0,17.22,1.0,1,27263,53.8,49,Other
2331,3064039.5,125.59,1.0,1,31569,12.0,54,Warehouse
2332,177812.7969,1.24,1.0,1,22509,57.0,60,Warehouse
2333,1073156.375,36.82,1.0,1,39984,75.0,60,Warehouse
2342,719905.1875,27.93,1.0,1,26440,91.0,110,Worship Facility
2357,1143826.625,29.44,1.0,2,28800,83.6,60,Other
2359,1162561.125,28.64,4.0,2,28500,92.0,7,Other
2379,3717064.0,97.27,1.0,2,26519,69.8,38,Other
2380,15480681.0,515.71,1.0,2,34639,44.0,28,Mixed Use Property
2381,3537841.5,116.94,1.0,2,26300,58.0,95,Other
2382,6584966.5,226.81,0.0,2,34072,71.8,54,Other
2383,840549.375,5.86,1.0,3,23355,77.0,67,Small- and Mid-Sized Office
2384,3542708.5,101.21,1.0,4,30840,30.0,51,Small- and Mid-Sized Office
2385,392683.6875,10.99,1.0,1,20332,80.2,70,Other
2392,317794.4063,13.09,1.0,1,21850,100.0,116,Worship Facility
2394,1391714.25,34.62,1.0,4,32282,75.0,19,Mixed Use Property
2398,9512829.0,66.32,1.0,13,307557,64.6,33,Large Office
2402,430308.9063,11.85,1.0,2,28309,80.6,98,Other
2403,2799595.0,122.0,1.0,4,45500,77.0,102,Hotel
2404,2058532.875,14.35,1.0,5,38376,73.0,116,Small- and Mid-Sized Office
2406,1544501.75,46.53,1.0,4,42804,69.6,116,Small- and Mid-Sized Office
2407,6983736.0,223.36,0.0,5,57600,56.6,11,Mixed Use Property
2409,1287497.375,18.76,1.0,4,33300,75.4,116,Small- and Mid-Sized Office
2410,503744.6875,3.51,1.0,3,25450,99.0,116,Hotel
2411,188745.7031,7.05,1.0,3,22200,96.0,116,Other
2412,3768900.5,50.05,1.0,2,29498,61.4,48,Warehouse
2413,466672.6875,3.25,1.0,1,23050,27.0,78,Warehouse
2414,3168131.0,22.09,1.0,4,48350,45.0,8,Small- and Mid-Sized Office
2415,1582655.875,20.66,1.0,1,46059,82.0,86,Retail Store
2432,817409.625,6.53,1.0,2,23595,72.0,46,Other
2438,847097.8125,34.08,1.0,3,28142,96.0,116,Small- and Mid-Sized Office
2439,2615973.5,124.59,1.0,3,28760,56.6,116,Small- and Mid-Sized Office
2440,713326.875,13.69,1.0,4,39030,99.0,114,Small- and Mid-Sized Office
2442,4199443.0,69.53,1.0,2,61580,57.8,90,Other
2443,1288669.5,25.53,1.0,3,30720,75.4,99,Small- and Mid-Sized Office
2444,412562.4063,2.88,1.0,2,20640,63.4,100,Mixed Use Property
2445,1333289.625,9.29,1.0,2,34914,75.0,104,Mixed Use Property
2446,964923.8125,17.79,1.0,3,20897,68.8,110,Small- and Mid-Sized Office
2447,336745.4063,2.35,1.0,2,36940,100.0,100,Retail Store
2448,1153690.125,20.76,1.0,3,22866,84.0,103,Small- and Mid-Sized Office
2449,1264626.875,18.19,1.0,1,30240,78.0,96,Retail Store
2450,108200.3984,5.22,1.0,3,32100,96.0,106,Other
2454,5078204.0,35.4,1.0,2,28586,65.2,54,Other
2457,4644346.0,190.45,1.0,3,28800,49.8,108,Hotel
2459,899924.1875,29.21,1.0,3,28800,74.4,103,Other
2460,3605755.5,25.14,1.0,3,35202,2.0,37,Small- and Mid-Sized Office
2467,7202141.5,183.79,1.0,6,95117,1.0,47,Other
2469,331059.5,5.66,1.0,2,24600,69.0,106,Worship Facility
2471,1063480.5,65.05,1.0,1,48850,81.0,116,Worship Facility
2482,2037720.625,14.21,0.0,3,54863,100.0,55,Other
2489,1989103.875,65.89,1.0,1,25000,52.0,52,Warehouse
2490,287132.5,8.61,1.0,1,25000,88.0,56,Warehouse
2491,774075.6875,26.56,1.0,1,22622,70.4,89,Other
2492,1031667.5,17.41,1.0,3,27544,94.0,99,Small- and Mid-Sized Office
2506,1478979.25,10.31,1.0,7,47415,71.2,27,Small- and Mid-Sized Office
2512,2266983.0,95.38,1.0,3,22960,72.6,55,Other
2514,14585813.0,393.07,1.0,1,44739,17.0,18,Other
2518,2470566.0,120.86,1.0,1,22778,64.8,68,Mixed Use Property
2519,866806.0,37.28,1.0,2,21562,20.0,60,Worship Facility
2521,1378130.25,62.51,1.0,1,25753,57.2,57,Other
2522,22767828.0,861.85,1.0,3,71280,40.0,88,Other
2524,20628680.0,792.6,1.0,16,153312,51.0,53,Other
2530,27684480.0,393.29,1.0,19,1206670,87.0,7,Mixed Use Property
2535,826488.6875,22.38,1.0,1,24200,73.0,48,Worship Facility
2540,1740568.25,49.79,1.0,4,23513,60.0,35,Other
2547,640377.0,18.81,1.0,3,66610,83.2,22,Other
2548,3646053.75,58.79,1.0,1,36000,45.4,66,Other
2559,1219863.125,55.06,1.0,2,23222,62.0,78,Other
2562,2662054.25,91.69,1.0,2,24476,68.8,92,Mixed Use Property
2564,782343.8125,28.07,0.0,2,24750,70.4,106,Retail Store
2567,3625407.5,121.63,1.0,3,60000,52.0,112,Other
2568,690557.6875,17.31,1.0,2,46560,83.2,62,Other
2575,1440554.25,10.04,1.0,3,30408,61.0,36,Other
2579,1465795.75,34.03,1.0,3,30109,89.0,96,Small- and Mid-Sized Office
2583,917100.3125,38.59,1.0,2,25481,92.0,56,Small- and Mid-Sized Office
2584,19423344.0,717.93,1.0,1,141297,76.0,49,Other
2593,2119806.25,35.99,1.0,2,27788,73.0,104,Small- and Mid-Sized Office
2603,1943899.25,58.52,1.0,4,41704,73.0,26,Hotel
2606,588856.125,22.33,1.0,2,22324,53.0,75,Warehouse
2607,1725108.25,39.65,1.0,2,31360,50.8,70,Other
2608,1992158.25,46.01,1.0,1,30496,60.6,69,Mixed Use Property
2614,1072151.375,12.57,1.0,3,27600,84.0,94,Small- and Mid-Sized Office
2623,6135173.0,203.21,1.0,2,55974,98.0,55,Other
2628,1981360.0,70.92,1.0,1,22583,95.0,62,Other
2631,2305643.5,16.07,0.0,3,31686,35.0,19,Small- and Mid-Sized Office
2632,720170.6875,5.02,1.0,3,26694,92.0,35,Small- and Mid-Sized Office
2636,227509.5,1.59,1.0,1,29400,69.0,44,Warehouse
2637,1244150.0,41.88,1.0,3,22452,85.0,24,Hotel
2642,1581352.75,11.02,1.0,2,25767,22.0,104,Other
2643,1822834.25,38.21,1.0,4,33910,75.0,63,Retail Store
2644,2462408.25,87.41,1.0,2,78401,68.8,89,Worship Facility
2654,4103800.75,48.13,1.0,2,78716,38.0,37,Warehouse
2655,1594733.625,69.2,1.0,2,33300,92.0,106,Other
2656,9232576.0,226.73,1.0,1,28808,29.0,59,Other
2667,1100499.75,7.67,1.0,1,27966,58.0,59,Small- and Mid-Sized Office
2668,7588060.5,156.18,1.0,1,26226,37.0,66,Other
2671,1159807.125,8.09,1.0,2,34948,17.0,40,Mixed Use Property
2680,6197824.5,43.21,1.0,3,37639,54.2,18,Small- and Mid-Sized Office
2682,881386.1875,6.14,1.0,4,22840,64.0,116,Small- and Mid-Sized Office
2683,810636.875,9.72,1.0,1,21420,57.0,116,Other
2684,683274.0,4.76,1.0,1,20880,94.0,116,Small- and Mid-Sized Office
2686,1063035.875,18.62,1.0,3,26000,78.4,50,Mixed Use Property
2687,1938776.75,43.91,1.0,3,38675,55.6,116,Small- and Mid-Sized Office
2688,5134446.0,185.33,1.0,4,49951,60.8,87,Small- and Mid-Sized Office
2691,1941728.75,19.81,1.0,2,25880,8.0,6,Other
2695,1080821.0,37.43,1.0,3,41013,53.6,89,Worship Facility
2697,1581036.75,53.88,1.0,2,21075,52.0,12,Other
2699,1544995.75,47.03,1.0,3,46485,83.0,66,Worship Facility
2704,1402048.5,28.46,1.0,4,56896,96.0,51,Small- and Mid-Sized Office
2706,577123.125,14.79,1.0,2,27500,60.0,38,Worship Facility
2707,541943.3125,3.78,1.0,2,36630,90.0,86,Small- and Mid-Sized Office
2708,2099386.75,60.93,0.0,3,26830,50.2,116,Small- and Mid-Sized Office
2709,1103594.75,7.69,1.0,5,41920,95.0,110,Small- and Mid-Sized Office
2710,1537570.25,26.94,1.0,5,36879,92.0,111,Small- and Mid-Sized Office
2711,1601955.625,35.72,1.0,6,29820,73.4,112,Other
2715,1078535.75,7.52,0.0,2,33640,70.0,111,Small- and Mid-Sized Office
2716,1567040.75,10.92,1.0,4,43484,18.0,110,Warehouse
2720,981009.125,6.84,1.0,3,22480,69.8,116,Mixed Use Property
2721,4857581.5,173.67,1.0,4,33018,49.0,91,Hotel
2723,987063.6875,11.18,1.0,2,26510,91.0,46,Small- and Mid-Sized Office
2737,942415.1875,6.76,1.0,1,40028,80.0,78,Warehouse
2738,2188051.25,15.25,1.0,3,44510,23.0,9,Small- and Mid-Sized Office
2739,666687.5,20.96,1.0,1,21624,90.0,62,Worship Facility
2747,1539176.625,32.42,0.0,3,21600,65.2,23,Small- and Mid-Sized Office
2748,747456.875,20.78,1.0,3,20620,79.2,107,Mixed Use Property
2751,1200180.875,53.25,1.0,5,40552,99.0,106,Hotel
2759,1439572.375,10.04,1.0,3,31432,68.6,107,Small- and Mid-Sized Office
2770,1028277.313,34.61,1.0,3,25864,78.2,108,Other
2774,1207504.0,42.71,1.0,3,20686,48.6,92,Other
2775,637685.0,4.45,1.0,3,22124,82.0,87,Other
2778,1594504.875,65.95,1.0,3,27487,82.0,90,Other
2779,1656420.25,53.65,1.0,4,23616,55.0,90,Other
2781,998633.5,6.96,1.0,3,33448,78.0,40,Other
2782,2217620.0,81.24,0.0,2,29508,69.6,11,Mixed Use Property
2783,8268496.5,249.46,1.0,2,74840,48.0,29,Other
2784,2473302.0,104.74,1.0,3,20992,62.0,103,Other
2785,1522596.75,55.23,1.0,2,22344,40.0,91,Other
2789,2466100.0,96.2,1.0,3,31900,56.6,95,Other
2790,1631479.125,56.25,1.0,2,29417,55.8,66,Other
2795,13140574.0,404.21,1.0,1,31841,58.2,19,Other
2798,2735811.5,78.36,1.0,2,21036,52.6,28,Mixed Use Property
2800,5652231.0,39.4,1.0,2,32928,9.0,17,Mixed Use Property
2801,104722.2969,0.73,1.0,2,20039,100.0,62,Worship Facility
2803,1368120.5,29.7,1.0,1,44476,33.0,56,Warehouse
2804,1295485.25,27.06,1.0,1,35017,66.0,47,Small- and Mid-Sized Office
2805,1632498.625,60.83,1.0,3,29084,66.0,66,Other
2815,470666.6875,19.28,1.0,2,22952,98.0,53,Worship Facility
2829,592088.125,19.14,1.0,1,21040,43.0,40,Warehouse
2830,1321065.0,46.61,1.0,2,28032,52.0,65,Warehouse
2831,550324.1875,20.46,1.0,1,25620,82.0,42,Other
2832,1632472.0,11.38,1.0,3,33238,14.0,24,Warehouse
2833,1181428.75,38.36,1.0,4,27800,8.0,104,Other
2835,13270687.0,92.52,1.0,6,706176,82.0,16,Large Office
2839,8687690.0,206.33,1.0,1,33706,22.0,18,Other
2841,2171751.5,93.55,1.0,2,37600,72.6,55,Mixed Use Property
2862,786324.0,19.61,1.0,3,33708,74.4,104,Other
2881,5981430.0,41.7,1.0,2,47237,54.2,68,Other
2896,13906080.0,364.27,1.0,1,76585,18.0,19,Other
2897,964236.0,38.18,1.0,3,26373,75.0,78,Worship Facility
2901,3605749.75,25.14,6.0,2,75868,59.4,60,Small- and Mid-Sized Office
2904,1607972.25,51.89,1.0,2,21656,66.6,69,Mixed Use Property
2912,421430.0,2.94,1.0,3,23040,56.6,95,Other
2913,5447076.5,37.97,1.0,2,36771,67.4,60,Other
2916,375773.5938,2.62,1.0,1,24024,90.0,39,Warehouse
2917,965425.1875,29.39,1.0,1,42420,34.0,63,Warehouse
2918,374753.8125,6.88,1.0,1,36982,82.4,37,Other
2919,439266.9063,3.06,1.0,2,23400,56.6,52,Warehouse
2924,1683064.25,67.15,1.0,2,30720,65.8,68,Other
2926,127374.0,0.89,1.0,1,23232,96.0,44,Warehouse
2927,1063269.125,17.65,1.0,1,35046,100.0,42,Warehouse
2928,895784.6875,14.19,1.0,1,25577,69.0,55,Other
2929,405062.0,2.82,1.0,1,43380,89.0,42,Warehouse
2930,2720238.25,77.84,1.0,3,20410,8.0,21,Small- and Mid-Sized Office
2938,624125.625,4.35,1.0,3,24696,87.0,33,Small- and Mid-Sized Office
2945,689803.0,21.87,1.0,1,24955,47.0,14,Worship Facility
2962,8521989.0,286.33,1.0,3,34074,45.4,25,Other
2963,17457560.0,423.57,0.0,10,392552,23.0,10,Hotel
2981,1765813.625,67.33,1.0,2,76475,65.8,55,Worship Facility
2982,1573155.0,62.94,1.0,2,32961,86.0,28,Other
2985,1082920.125,26.67,1.0,1,27376,83.6,12,Other
2993,3296526.25,115.34,1.0,1,109794,87.0,66,Other
2995,1242666.25,53.02,1.0,3,25200,34.4,105,Other
2996,11521140.0,338.58,1.0,1,44755,56.0,20,Other
2997,209644.9063,4.8,1.0,2,22320,89.0,109,Other
2998,932083.5,9.09,1.0,3,24000,60.4,104,Mixed Use Property
2999,2701872.0,128.07,1.0,3,23422,65.0,96,Small- and Mid-Sized Office
3000,3371659.75,28.79,5.0,2,38879,64.6,41,Other
3003,3392129.0,83.65,1.0,5,53034,93.0,18,Mixed Use Property
3009,79711.79688,0.87,1.0,2,23040,99.0,96,Warehouse
3012,595936.5,4.15,1.0,2,61880,66.0,58,Warehouse
3014,1027394.313,7.31,1.0,2,27938,97.0,91,Small- and Mid-Sized Office
3019,1623657.0,11.32,1.0,2,21600,68.6,92,Other
3020,2028125.625,63.22,1.0,3,27908,50.2,87,Other
3022,1622231.375,55.73,1.0,2,30562,69.0,16,Other
3024,3724098.25,39.31,1.0,3,54969,67.0,16,Retail Store
3025,1755072.75,51.14,1.0,2,36825,60.0,65,Other
3028,2076289.625,54.02,1.0,3,25834,73.0,58,Small- and Mid-Sized Office
3032,3481727.5,150.23,1.0,1,37700,38.0,87,Worship Facility
3041,1021754.688,7.12,1.0,6,97229,100.0,12,Mixed Use Property
3045,954352.6875,24.97,1.0,3,25111,77.0,34,Small- and Mid-Sized Office
3057,1641667.0,68.39,1.0,2,31805,10.0,63,Worship Facility
3058,1267348.5,43.97,1.0,1,20811,95.0,63,Other
3060,1987334.75,66.43,1.0,2,22058,1.0,49,Warehouse
3063,10005787.0,119.76,1.0,1,22890,77.4,46,Other
3064,1111293.75,43.04,1.0,5,36000,52.6,109,Other
3065,4236396.5,67.96,1.0,1,28320,1.0,45,Other
3072,861643.6875,22.18,1.0,1,29079,78.0,61,Worship Facility
3073,726917.5,5.07,1.0,3,28848,82.0,34,Small- and Mid-Sized Office
3076,1835804.0,38.71,1.0,2,20535,7.0,28,Small- and Mid-Sized Office
3077,9393108.0,255.97,1.0,2,43025,29.8,31,Other
3079,485971.0,3.39,1.0,1,30800,65.0,51,Warehouse
3087,1784385.25,49.44,1.0,3,22168,60.0,116,Mixed Use Property
3088,924192.6875,7.8,1.0,1,37400,73.0,94,Warehouse
3094,15026352.0,106.86,1.0,11,268130,88.0,16,Large Office
3095,3782378.25,26.37,1.0,11,68452,79.0,16,Small- and Mid-Sized Office
3096,14709151.0,102.54,1.0,11,273185,88.0,16,Large Office
3097,3736960.0,156.45,1.0,3,97500,97.0,92,Other
3098,3020001.5,21.05,1.0,5,54015,75.0,34,Small- and Mid-Sized Office
3105,7798464.0,273.91,1.0,13,42000,61.2,31,Other
3108,8382140.5,58.44,0.0,24,119701,67.0,34,Large Office
3109,1295685.75,29.18,1.0,1,24697,73.2,51,Other
3110,3543985.5,89.8,2.0,1,57468,77.4,3,Other
3111,12184124.0,441.94,1.0,5,84000,65.6,10,Other
3114,5214621.5,81.18,1.0,3,103000,89.0,25,Retail Store
3115,8025696.0,176.75,1.0,1,37864,61.0,8,Other
3116,9290214.0,72.02,1.0,2,66497,84.0,66,Other
3117,3560614.25,24.82,1.0,4,34010,64.6,10,Retail Store
3118,8305255.0,193.36,1.0,4,45980,79.0,10,Other
3121,5313217.0,83.45,0.0,3,45743,88.0,20,Retail Store
3123,3505497.0,137.66,1.0,1,45000,57.6,25,Other
3124,13730204.0,295.42,1.0,6,333698,60.6,17,Other
3125,1498457.875,12.43,1.0,4,72859,55.0,112,Warehouse
3129,1554599.25,37.83,1.0,3,21947,65.2,12,Mixed Use Property
3130,15206762.0,391.7,1.0,0,384772,69.0,76,Warehouse
3131,2193115.0,32.72,1.0,0,30287,32.0,56,Other
3132,3947209.25,145.11,1.0,0,21931,32.0,56,Small- and Mid-Sized Office
3133,4307238.5,30.03,1.0,6,73102,84.0,31,Small- and Mid-Sized Office
3134,2762846.0,28.85,1.0,2,140823,58.2,100,Mixed Use Property
3136,8475238.0,270.63,5.0,1,87458,30.8,50,Mixed Use Property
3141,11702959.0,303.69,1.0,1,51400,74.0,5,Other
3144,1634669.375,11.4,1.0,1,26263,64.0,23,Small- and Mid-Sized Office
3152,72370.39844,0.5,1.0,2,39212,96.0,110,Other
3155,5170809.5,158.6,0.0,1,21400,60.8,48,Other
3156,53166156.0,2549.47,1.0,8,178000,80.6,16,Other
3158,40613740.0,537.03,1.0,4,162157,52.6,11,Large Office
3160,8926736.0,94.63,1.0,4,33997,23.0,13,Other
3162,17463744.0,163.19,1.0,11,526423,97.0,4,Large Office
3163,1357119.875,9.46,1.0,6,74211,97.0,114,Mixed Use Property
3165,1544193.75,15.5,1.0,2,45700,99.0,28,Warehouse
3168,18470340.0,549.11,8.0,0,502030,49.6,87,Other
3171,31803568.0,619.9,1.0,2,53575,48.8,4,Other
3173,11624548.0,92.07,1.0,6,157345,63.0,4,Large Office
3175,6275367.5,175.46,1.0,5,136758,90.0,4,Other
3176,8767617.0,191.97,1.0,7,192259,72.0,4,Other
3178,5475367.0,38.17,2.0,2,137138,68.6,4,Other
3187,57764408.0,1789.69,1.0,8,330000,58.0,3,Other
3192,3886545.0,144.41,1.0,3,43832,67.0,98,Retail Store
3193,11730555.0,325.94,1.0,6,146363,59.4,29,Other
3198,14697487.0,352.77,1.0,1,67263,78.0,5,Other
3199,13458948.0,147.84,1.0,13,354086,88.0,28,Large Office
3201,1933811.625,57.59,1.0,2,70292,37.0,8,Worship Facility
3203,41680640.0,290.57,1.0,7,90679,100.0,41,Other
3205,41696464.0,1088.25,0.0,8,339591,52.6,3,Other
3214,2912264.0,51.59,1.0,2,35780,22.0,2,Other
3216,1363191.625,9.5,1.0,3,105061,100.0,3,Large Office
3218,2502131.0,20.1,1.0,3,62662,67.0,3,Small- and Mid-Sized Office
3221,3497215.5,24.38,1.0,4,62381,62.0,3,Hotel
3228,7531325.0,184.81,1.0,6,79805,25.0,3,Other
3232,2429214.0,54.98,0.0,1,29000,70.0,54,Other
3233,25959642.0,809.76,1.0,6,305025,40.0,3,Other
3235,4581493.0,42.2,1.0,7,333714,63.4,2,Large Office
3240,544172.375,16.13,1.0,2,56988,80.6,2,Other
3252,6335315.5,107.29,4.0,2,149856,77.8,9,Other
3253,1546484.875,38.13,1.0,2,44162,65.2,6,Other
3254,12095818.0,457.51,1.0,1,53775,65.6,3,Other
3259,2274296.75,29.4,0.0,2,64820,75.6,104,Small- and Mid-Sized Office
3260,3185005.25,74.3,1.0,2,99765,65.2,23,Other
3261,37022180.0,1280.81,1.0,3,428347,63.4,91,Other
3264,163945984.0,6330.91,1.0,8,374466,74.0,96,Other
3267,2737534.5,58.28,1.0,3,197395,66.6,27,Other
3268,7768057.5,82.58,1.0,8,41198,44.0,6,Other
3273,2159170.25,51.39,1.0,0,40265,60.6,7,Other
3276,4926695.0,103.65,1.0,0,176225,91.0,5,Other
3278,15965859.0,437.2,1.0,0,166991,19.0,63,Other
3279,6960904.5,48.53,1.0,0,89392,16.0,46,Other
3280,3894142.5,62.41,1.0,0,97040,69.0,5,Other
3281,16371039.0,213.7,1.0,6,427181,99.0,2,Large Office
3290,940844.6875,9.91,1.0,4,101580,60.4,2,Other
3294,1399581.625,9.76,1.0,3,33648,77.0,2,Other
3312,2346692.5,65.01,1.0,5,37873,69.0,1,Small- and Mid-Sized Office
3317,18760766.0,214.19,1.0,10,513816,57.0,1,Large Office
3319,5525072.5,50.32,1.0,14,144614,89.0,1,Hotel
3320,12720069.0,147.14,1.0,12,480702,99.0,2,Large Office
3321,627854.125,4.38,1.0,2,25532,86.0,2,Mixed Use Property
3322,4991893.5,91.98,1.0,2,108036,66.2,1,Other
3324,13998638.0,202.12,1.0,12,483397,98.0,1,Large Office
3329,13239050.0,245.16,1.0,13,536697,98.0,2,Large Office
3337,6042399.5,131.02,1.0,4,126823,72.0,2,Hotel
3338,3605855.5,157.7,1.0,1,52085,37.0,61,Warehouse
3339,4420650.5,134.8,1.0,2,24990,9.0,87,Small- and Mid-Sized Office
3340,2925780.0,67.65,1.0,1,72000,65.0,3,Other
3347,1325972.75,9.24,1.0,3,45000,77.0,1,Other
3356,39364116.0,1000.06,1.0,6,345290,52.6,1,Mixed Use Property
3359,3180819.25,22.17,1.0,1,68072,80.0,54,Other
3360,636965.5,4.44,1.0,1,20616,86.0,11,Mixed Use Property
3361,851053.8125,29.18,1.0,1,11685,72.0,3,Other
3362,783423.0,23.0,1.0,1,11968,78.6,6,Other
3363,645665.375,14.37,1.0,1,11285,83.2,67,Other
3364,936616.5,24.73,1.0,1,16795,77.0,105,Other
3365,5117308.5,216.18,1.0,1,12769,49.6,44,Other
3366,502667.6875,3.5,1.0,1,13661,75.0,64,Other
3367,5976246.0,259.22,1.0,1,23445,60.6,104,Other
3368,1813404.0,60.81,1.0,1,20050,49.4,22,Mixed Use Property
3369,387810.0,7.79,1.0,1,15398,93.0,56,Other
3370,932082.125,20.33,1.0,1,18261,65.6,34,Other
3371,849745.6875,20.94,1.0,1,12294,46.0,26,Other
3372,950276.1875,32.17,1.0,1,16000,78.2,12,Other
3373,5765898.0,223.54,1.0,1,13157,62.4,42,Other
3374,719471.1875,22.11,1.0,1,14101,83.2,27,Mixed Use Property
3375,1152896.25,41.27,1.0,1,18258,48.4,78,Mixed Use Property
